"2016-03-26T17:14:34.430Z, ""load"", ""https://search.yahoo.com/yhs/search?p=deredactie&ei=UTF-8&hspart=mozilla&hsimp=yhs-002"", """"";;;
"2016-03-26T17:40:44.724Z, ""click"", ""http://sporza.be/cm/sporza/voetbal/Jupiler_Pro_League/1.2611246"", ""http://sporza.be/cm/sporza/voetbal/Jupiler_Pro_League/2.5024""";;;
"2016-03-26T17:40:44.736Z, ""beforeunload"", ""http://sporza.be/cm/sporza/voetbal/Jupiler_Pro_League/1.2611246"", """"";;;
"2016-03-26T17:40:44.930Z, ""beforeunload"", ""http://sporza.be/cm/sporza/voetbal/Jupiler_Pro_League/1.2611246"", """"";;;
"2016-03-26T17:40:51.049Z, ""load"", ""http://sporza.be/cm/sporza/voetbal/Jupiler_Pro_League/2.5024"", """"";;;
"2016-03-26T17:41:06.683Z, ""click"", ""http://sporza.be/cm/sporza/voetbal/Jupiler_Pro_League/2.5024"", ""http://sporza.be/cm/7.16021?view=bottomlist""";;;
"2016-03-26T17:41:27.595Z, ""beforeunload"", ""http://sporza.be/cm/sporza/voetbal/Jupiler_Pro_League/2.5024"", """"";;;
"2016-03-26T17:41:28.672Z, ""load"", ""https://search.yahoo.com/yhs/search?p=standaard&ei=UTF-8&hspart=mozilla&hsimp=yhs-002"", """"";;;
"2016-03-26T17:41:30.392Z, ""click"", ""https://search.yahoo.com/yhs/search?p=standaard&ei=UTF-8&hspart=mozilla&hsimp=yhs-002"", ""http://r.search.yahoo.com/_ylt=A86.J3fHyfZWfmYAJbknnIlQ";"_ylu=X3oDMTEybDg3MTJ1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDQjE3MThfMQRzZWMDc3I-/RV=2/RE=1459042888/RO=10/RU=http%3a%2f%2fwww.standaard.be%2f/RK=0/RS=QvcOJkrBCAjmdagFlWNDKBcPBHM-""";;
"2016-03-26T17:41:32.319Z, ""load"", ""http://www.standaard.be/"", """"";;;
"2016-03-26T17:42:03.383Z, ""click"", ""http://www.standaard.be/"", ""http://www.standaard.be/cnt/dmf20160326_02205478""";;;
"2016-03-26T17:42:03.388Z, ""beforeunload"", ""http://www.standaard.be/"", """"";;;
"2016-03-26T17:42:04.114Z, ""load"", ""http://www.standaard.be/cnt/dmf20160326_02205478"", """"";;;
"2016-03-26T17:45:08.247Z, ""click"", ""http://www.standaard.be/cnt/dmf20160326_02205478"", ""http://www.standaard.be/tag/aanslagen-brussel""";;;
"2016-03-26T17:45:08.258Z, ""beforeunload"", ""http://www.standaard.be/cnt/dmf20160326_02205478"", """"";;;
"2016-03-26T17:45:09.282Z, ""load"", ""http://www.standaard.be/tag/aanslagen-brussel"", """"";;;
"2016-03-26T17:45:14.221Z, ""click"", ""http://www.standaard.be/tag/aanslagen-brussel"", ""http://www.standaard.be/cnt/dmf20160324_02200483""";;;
"2016-03-26T17:45:14.230Z, ""beforeunload"", ""http://www.standaard.be/tag/aanslagen-brussel"", """"";;;
"2016-03-26T17:45:14.939Z, ""load"", ""http://www.standaard.be/cnt/dmf20160324_02200483"", """"";;;
"2016-03-26T17:45:24.847Z, ""click"", ""http://www.standaard.be/cnt/dmf20160324_02200483"", ""http://www.standaard.be/""";;;
"2016-03-26T17:45:24.854Z, ""beforeunload"", ""http://www.standaard.be/cnt/dmf20160324_02200483"", """"";;;
"2016-03-26T17:45:25.876Z, ""load"", ""http://www.standaard.be/"", """"";;;
"2016-03-26T17:46:33.104Z, ""click"", ""http://www.standaard.be/"", ""http://www.standaard.be/cnt/dmf20160326_02205321""";;;
"2016-03-26T17:46:33.108Z, ""beforeunload"", ""http://www.standaard.be/"", """"";;;
"2016-03-26T17:46:34.235Z, ""load"", ""http://www.standaard.be/cnt/dmf20160326_02205321"", """"";;;
"2016-03-26T17:47:00.310Z, ""beforeunload"", ""http://www.standaard.be/cnt/dmf20160326_02205321"", """"";;;
"2016-03-26T17:47:01.567Z, ""load"", ""http://www.standaard.be/"", """"";;;
"2016-03-26T17:47:14.569Z, ""click"", ""http://www.standaard.be/"", ""http://www.standaard.be/cnt/dmf20160326_02205564""";;;
"2016-03-26T17:47:14.574Z, ""beforeunload"", ""http://www.standaard.be/"", """"";;;
"2016-03-26T17:47:15.602Z, ""load"", ""http://www.standaard.be/cnt/dmf20160326_02205564"", """"";;;
"2016-03-26T17:47:35.657Z, ""click"", ""http://www.standaard.be/cnt/dmf20160326_02205564"", ""http://www.standaard.be/cnt/dmf20160326_02205564#most-recent""";;;
"2016-03-26T17:47:42.388Z, ""click"", ""http://www.standaard.be/cnt/dmf20160326_02205564"", ""http://www.standaard.be/nieuws/meest-recent""";;;
"2016-03-26T17:47:42.393Z, ""beforeunload"", ""http://www.standaard.be/cnt/dmf20160326_02205564"", """"";;;
"2016-03-26T17:47:43.156Z, ""load"", ""http://www.standaard.be/nieuws/meest-recent"", """"";;;
"2016-03-26T17:47:45.152Z, ""click"", ""http://www.standaard.be/nieuws/meest-recent"", ""http://www.standaard.be/""";;;
"2016-03-26T17:47:45.158Z, ""beforeunload"", ""http://www.standaard.be/nieuws/meest-recent"", """"";;;
"2016-03-26T17:47:46.114Z, ""load"", ""http://www.standaard.be/"", """"";;;
"2016-03-26T17:48:05.452Z, ""beforeunload"", ""http://www.standaard.be/"", """"";;;
"2016-03-26T17:48:06.142Z, ""load"", ""https://search.yahoo.com/yhs/search?p=deredactie&ei=UTF-8&hspart=mozilla&hsimp=yhs-002"", """"";;;
"2016-03-26T17:48:07.253Z, ""click"", ""https://search.yahoo.com/yhs/search?p=deredactie&ei=UTF-8&hspart=mozilla&hsimp=yhs-002"", ""http://r.search.yahoo.com/_ylt=AwrTccxVy_ZWBw4AB64nnIlQ";"_ylu=X3oDMTEybDg3MTJ1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDQjE3MThfMQRzZWMDc3I-/RV=2/RE=1459043285/RO=10/RU=http%3a%2f%2fwww.deredactie.be%2f/RK=0/RS=8OQEvLd2pFYXfYEb_wMQcxfSPWw-""";;
"2016-03-26T17:48:09.457Z, ""load"", ""http://deredactie.be/cm/vrtnieuws"", """"";;;
"2016-03-26T17:48:14.897Z, ""click"", ""http://deredactie.be/cm/vrtnieuws"", ""http://deredactie.be/cm/vrtnieuws/regio/brussel/1.2612568""";;;
"2016-03-26T17:48:14.901Z, ""beforeunload"", ""http://deredactie.be/cm/vrtnieuws"", """"";;;
"2016-03-26T17:48:15.873Z, ""load"", ""http://deredactie.be/cm/vrtnieuws/regio/brussel/1.2612568"", """"";;;
"2016-03-26T17:48:23.184Z, ""click"", ""http://deredactie.be/cm/vrtnieuws/regio/brussel/1.2612568"", ""http://deredactie.be/cm/vrtnieuws/videozone""";;;
"2016-03-26T17:48:23.200Z, ""beforeunload"", ""http://deredactie.be/cm/vrtnieuws/regio/brussel/1.2612568"", """"";;;
"2016-03-26T17:48:24.351Z, ""load"", ""http://deredactie.be/cm/vrtnieuws/videozone"", """"";;;
"2016-03-26T17:48:27.291Z, ""click"", ""http://deredactie.be/cm/vrtnieuws/videozone"", ""http://deredactie.be/cm/vrtnieuws/videozone/programmas""";;;
"2016-03-26T17:48:27.308Z, ""beforeunload"", ""http://deredactie.be/cm/vrtnieuws/videozone"", """"";;;
"2016-03-26T17:48:28.036Z, ""load"", ""http://deredactie.be/cm/vrtnieuws/videozone/programmas"", """"";;;
"2016-03-26T17:48:28.545Z, ""click"", ""http://deredactie.be/cm/vrtnieuws/videozone/programmas"", ""http://deredactie.be/cm/vrtnieuws/videozone/Gezienoptv/1.2612296""";;;
"2016-03-26T17:48:28.721Z, ""beforeunload"", ""http://deredactie.be/cm/vrtnieuws/videozone/programmas"", """"";;;
"2016-03-26T17:48:30.062Z, ""load"", ""http://deredactie.be/cm/vrtnieuws/videozone/Gezienoptv/1.2612296"", """"";;;
"2016-03-26T17:48:33.985Z, ""click"", ""http://deredactie.be/cm/vrtnieuws/videozone/Gezienoptv/1.2612296"", ""http://deredactie.be/cm/vrtnieuws/videozone/programmas/terzake""";;;
"2016-03-26T17:48:33.997Z, ""beforeunload"", ""http://deredactie.be/cm/vrtnieuws/videozone/Gezienoptv/1.2612296"", """"";;;
"2016-03-26T17:48:35.554Z, ""load"", ""http://deredactie.be/cm/vrtnieuws/videozone/programmas/terzake"", """"";;;
"2016-03-26T17:48:43.941Z, ""click"", ""http://deredactie.be/cm/vrtnieuws/videozone/programmas/terzake"", ""http://deredactie.be/cm/2.27183?mode=ajax&view=videoWall&id=videowall_nav1_2&showLoadMore=true&nrOfRows=3""";;;
"2016-03-26T17:48:45.729Z, ""click"", ""http://deredactie.be/cm/vrtnieuws/videozone/programmas/terzake"", ""http://deredactie.be/cm/2.27091?mode=ajax&view=videoWall&id=videowall_nav1_3&showLoadMore=true&nrOfRows=3""";;;
"2016-03-26T17:48:49.066Z, ""click"", ""http://deredactie.be/cm/vrtnieuws/videozone/programmas/terzake"", ""http://deredactie.be/cm/2.27093?mode=ajax&view=videoWallContent&title=Politiek&id=videowall_nav1_3_2_27093&showLoadMore=true&nrOfRows=3""";;;
"2016-03-26T17:48:57.421Z, ""click"", ""http://deredactie.be/cm/vrtnieuws/videozone/programmas/terzake"", ""http://deredactie.be/cm/vrtnieuws/videozone/nieuws/politiek/1.2612587""";;;
"2016-03-26T17:48:57.426Z, ""beforeunload"", ""http://deredactie.be/cm/vrtnieuws/videozone/programmas/terzake"", """"";;;
"2016-03-26T17:48:59.033Z, ""load"", ""http://deredactie.be/cm/vrtnieuws/videozone/nieuws/politiek/1.2612587"", """"";;;
"2016-03-26T17:49:03.977Z, ""beforeunload"", ""http://deredactie.be/cm/vrtnieuws/videozone/nieuws/politiek/1.2612587"", """"";;;
"2016-03-26T17:49:05.717Z, ""load"", ""http://deredactie.be/cm/vrtnieuws/videozone/meestbekeken"", """"";;;
"2016-03-26T17:49:09.390Z, ""click"", ""http://deredactie.be/cm/vrtnieuws/videozone/meestbekeken"", ""http://deredactie.be/cm/vrtnieuws/videozone/nieuws/buitenland/1.2612414""";;;
"2016-03-26T17:49:09.403Z, ""beforeunload"", ""http://deredactie.be/cm/vrtnieuws/videozone/meestbekeken"", """"";;;
"2016-03-26T17:49:10.043Z, ""load"", ""http://deredactie.be/cm/vrtnieuws/videozone/nieuws/buitenland/1.2612414"", """"";;;
"2016-03-26T17:50:28.103Z, ""click"", ""http://deredactie.be/cm/vrtnieuws/videozone/nieuws/buitenland/1.2612414"", ""http://deredactie.be/cm/vrtnieuws/videozone/programmas/journaal""";;;
"2016-03-26T17:50:28.121Z, ""beforeunload"", ""http://deredactie.be/cm/vrtnieuws/videozone/nieuws/buitenland/1.2612414"", """"";;;
"2016-03-26T17:50:29.634Z, ""load"", ""http://deredactie.be/cm/vrtnieuws/videozone/programmas/journaal"", """"";;;
"2016-03-26T17:50:51.143Z, ""click"", ""http://deredactie.be/cm/vrtnieuws/videozone/programmas/journaal"", ""http://deredactie.be/cm/1.519590?view=bottomlist""";;;
"2016-03-26T17:50:54.267Z, ""beforeunload"", ""http://deredactie.be/cm/vrtnieuws/videozone/programmas/journaal"", """"";;;
"2016-03-26T17:50:55.980Z, ""load"", ""http://deredactie.be/cm/vrtnieuws/videozone/meestbekeken"", """"";;;
"2016-03-26T17:51:40.631Z, ""beforeunload"", ""http://deredactie.be/cm/vrtnieuws/videozone/meestbekeken"", """"";;;
"2016-03-26T17:51:41.989Z, ""load"", ""https://search.yahoo.com/yhs/search?p=kuleuven+ingenieurswetenschappen&ei=UTF-8&hspart=mozilla&hsimp=yhs-002"", """"";;;
"2016-03-26T17:51:43.701Z, ""click"", ""https://search.yahoo.com/yhs/search?p=kuleuven+ingenieurswetenschappen&ei=UTF-8&hspart=mozilla&hsimp=yhs-002"", ""http://r.search.yahoo.com/_ylt=AwrTcdgtzPZWwU8A4T0nnIlQ";"_ylu=X3oDMTEybDg3MTJ1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDQjE3MThfMQRzZWMDc3I-/RV=2/RE=1459043501/RO=10/RU=https%3a%2f%2feng.kuleuven.be%2f/RK=0/RS=1dimGIZp3vTZYfZYl6N3Zoz94HM-""";;
"2016-03-26T17:51:47.200Z, ""load"", ""https://eng.kuleuven.be/"", """"";;;
"2016-03-26T17:51:55.598Z, ""click"", ""https://eng.kuleuven.be/"", ""https://eng.kuleuven.be/studenten""";;;
"2016-03-26T17:51:55.607Z, ""beforeunload"", ""https://eng.kuleuven.be/"", """"";;;
"2016-03-26T17:51:56.270Z, ""load"", ""https://eng.kuleuven.be/studenten"", """"";;;
"2016-03-26T17:52:00.058Z, ""click"", ""https://eng.kuleuven.be/studenten"", ""https://eng.kuleuven.be/werkkopie-studenten/programmas-1/programmas""";;;
"2016-03-26T17:52:00.066Z, ""beforeunload"", ""https://eng.kuleuven.be/studenten"", """"";;;
"2016-03-26T17:52:01.326Z, ""load"", ""https://eng.kuleuven.be/studenten/programmas/index.html"", """"";;;
"2016-03-26T17:52:02.971Z, ""click"", ""https://eng.kuleuven.be/studenten/programmas/index.html"", ""https://eng.kuleuven.be/studenten/programmas/programma/index.html""";;;
"2016-03-26T17:52:02.979Z, ""beforeunload"", ""https://eng.kuleuven.be/studenten/programmas/index.html"", """"";;;
"2016-03-26T17:52:06.722Z, ""load"", ""https://eng.kuleuven.be/studenten/programmas/programma/index.html"", """"";;;
"2016-03-26T17:52:08.532Z, ""click"", ""https://eng.kuleuven.be/studenten/programmas/programma/index.html"", ""http://www.kuleuven.be/onderwijs/aanbod/opleidingen/N/F_50000486.htm""";;;
"2016-03-26T17:52:11.076Z, ""load"", ""https://onderwijsaanbod.kuleuven.be/opleidingen/n/F_50000486.htm"", """"";;;
"2016-03-26T17:52:11.576Z, ""polling"", ""https://onderwijsaanbod.kuleuven.be/opleidingen/n/F_50000486.htm#bl=all"", """"";;;
"2016-03-26T17:52:16.503Z, ""click"", ""https://onderwijsaanbod.kuleuven.be/opleidingen/n/F_50000486.htm#bl=all"", ""https://onderwijsaanbod.kuleuven.be/opleidingen/n/CQ_50268945.htm""";;;
"2016-03-26T17:52:16.508Z, ""beforeunload"", ""https://onderwijsaanbod.kuleuven.be/opleidingen/n/F_50000486.htm#bl=all"", """"";;;
"2016-03-26T17:52:17.713Z, ""load"", ""https://onderwijsaanbod.kuleuven.be/opleidingen/n/CQ_50268945.htm"", """"";;;
"2016-03-26T17:52:19.029Z, ""click"", ""https://onderwijsaanbod.kuleuven.be/opleidingen/n/CQ_50268945.htm"", ""https://onderwijsaanbod.kuleuven.be/opleidingen/n/SC_51230411.htm""";;;
"2016-03-26T17:52:19.035Z, ""beforeunload"", ""https://onderwijsaanbod.kuleuven.be/opleidingen/n/CQ_50268945.htm"", """"";;;
"2016-03-26T17:52:20.305Z, ""load"", ""https://onderwijsaanbod.kuleuven.be/opleidingen/n/SC_51230411.htm"", """"";;;
"2016-03-26T17:52:24.172Z, ""click"", ""https://onderwijsaanbod.kuleuven.be/opleidingen/n/SC_51230411.htm"", ""https://onderwijsaanbod.kuleuven.be/opleidingen/n/SC_51230411.htm#""";;;
